dtxsid,refchem_agonist,refchem_antagonist,auc_agonist,er_class,chemical,ESR1_pmi,ESR2_pmi,ESRRA_pmi,ESRRB_pmi,ESRRG_pmi,ESR1_coc,ESR2_coc,ESRRA_coc,ESRRB_coc,ESRRG_coc,n_chem
DTXSID3020679,,,0.0,0.0,Heptachlor,0.05166642463241239,0.0,0.0,0.0,0.0,11,0,0,0,0,2467
DTXSID8041248,,,0.0,0.0,"2,5-Di-tert-butylhydroquinone",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,149
DTXSID4032611,,,0.0,0.0,Ethoprophos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,206
DTXSID8020123,,,0.0,0.0,Azobenzene,-0.07964442452881924,0.0,0.0,0.0,0.0,2,0,0,0,0,3425
DTXSID3035341,,,0.0,0.0,"1,3-Dibromo-5,5-dimethylhydantoin",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,46
DTXSID2020890,,,0.0,0.0,Methylthiouracil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,65
DTXSID0029133,,,0.0,0.0,4'-Hydroxyacetophenone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,222
DTXSID8041955,,,0.0,0.0,N-Ethyldiethanolamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,15
DTXSID4048193,,,0.0,0.0,"4,4'-di-tert-Butylbiphenyl",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10
DTXSID3021932,,,0.0,0.0,Diethanolamine,-0.021711496873920842,0.0,0.0,0.0,0.0,1,0,0,0,0,682
DTXSID1047576,,,0.0,0.0,Cotinine,-0.02548253770415828,0.057897118291320826,0.0,0.0,0.0,7,2,0,0,0,4841
DTXSID4032376,,,0.0,0.0,Dimethenamid,0.15290978450708595,0.0,0.0,0.0,0.0,1,0,0,0,0,36
DTXSID2020921,,,0.0,0.0,2-Naphthylamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,255
DTXSID8042507,,,0.0,0.0,1-Phenylurea,-0.019222800568526738,0.0,0.0,0.0,0.0,1,0,0,0,0,654
DTXSID1041346,,,0.0,0.0,"Ethyl 2,4-dichlorophenoxyacetate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID4024274,,,0.0,0.0,Propachlor,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,64
DTXSID3020336,,,0.0,0.0,Clofibrate,0.07464792303049597,0.0,0.0,0.0,0.0,7,0,0,0,0,1089
DTXSID6021086,,,0.0,0.0,Vydate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,153
DTXSID8029153,,,0.0,0.0,Benzyl Benzoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,410
DTXSID9029223,,,0.0,0.0,"1,1-Bis(3,4-dimethylphenyl)ethane",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID1024209,,,0.0,0.0,Naled,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,85
DTXSID8024993,,,0.0,0.0,Dichloroisocyanuric acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,467
DTXSID3024994,,,0.0,0.0,Clearon,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,60
DTXSID5021413,,,0.0,0.0,"Tris(2,3-dibromopropyl) phosphate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,80
DTXSID7020764,,,0.0,0.0,Chlorpropham,0.06398858125653506,0.0,0.0,0.0,0.0,1,0,0,0,0,161
DTXSID8042422,,,0.0,0.0,"1-Phenyl-1,2-ethanediol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,417
DTXSID4020402,,,0.0,0.0,"2,4-Diaminotoluene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,142
DTXSID9020663,,,0.0,0.0,Glycerin,-0.08830668379039065,0.0,0.0,0.0,0.0,1,0,0,0,0,2094
DTXSID0020529,,,0.0,0.0,"2,4-Dinitrotoluene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,509
DTXSID0044575,,,0.0,0.0,"2,2-Dichloro-1-(1-oxa-4-azaspiro[4.5]decan-4-yl)ethanone",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,18
DTXSID1032355,,,0.0,0.0,Clomazone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,143
DTXSID7020766,,,0.0,0.0,Propham,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,182
DTXSID8025599,,,0.0,0.0,Methylene dithiocyanate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11
DTXSID1025857,,,0.0,0.0,"1,10-Phenanthroline",-0.06157093179203464,0.0,0.0,0.0,0.0,7,0,0,0,0,8288
DTXSID9033923,inactive,,0.0,0.0,Procymidone,0.1382136714621795,0.0,0.0,0.0,0.0,5,0,0,0,0,288
DTXSID1034212,,,0.0,0.0,Spiroxamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,35
DTXSID6034849,,,0.0,0.0,Propamocarb hydrochloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19
DTXSID2032683,,,0.0,0.0,Methyl 3-((dimethoxyphosphinyl)oxy)-2-butenoate (9CI),0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID1022053,,,0.0,0.0,"4,6-Dinitro-O-cresol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,137
DTXSID5024344,,,0.0,0.0,Triallate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,37
DTXSID0021969,,,0.0,0.0,Vanillin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2815
DTXSID0034227,,,0.0,0.0,Icaridin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,150
DTXSID2020929,,,0.0,0.0,Nicotinamide,-0.0035540015560366887,0.0,0.053423752388503325,0.02176651885667462,0.06950014422023897,51,0,1,3,1,25261
DTXSID6024254,,,0.0,0.0,Phenanthrene,-0.0019274241491868014,0.0,0.0,0.0,0.0,11,0,0,0,0,5351
DTXSID8029105,,,0.0,0.0,P-Toluenesulfonamide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,311
DTXSID0020943,,,0.0,0.0,2-Methoxy-5-nitroaniline,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,27
DTXSID0038700,,,0.0,0.0,2-Methoxy-4-nitroaniline,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7
DTXSID7021106,,,0.0,0.0,Pentachlorophenol,0.06862272235113581,0.0,0.0,0.0,0.0,10,0,0,0,0,1744
DTXSID9026926,,,0.0,0.0,1-Tetradecanol,0.03622548848307589,0.18864871775624992,0.0,0.0,0.0,1,1,0,0,0,257
DTXSID4042206,,,0.0,0.0,1-Dodecyl-2-pyrrolidinone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6
DTXSID3034583,,,0.0,0.0,Ethyl 1-naphthaleneacetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID3032547,,,0.0,0.0,Etridiazole,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19
DTXSID0021834,,,0.0,0.0,4-Nitrophenol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4132
DTXSID3027320,,,0.0,0.0,Sodium 4-nitrophenolate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,135
DTXSID1033161,,,0.0,0.0,Aldicarb-sulfoxide 1000 microg/mL in Acetone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID0026838,,,0.0,0.0,Isopropyl Myristate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,545
DTXSID0034300,,,0.0,0.0,Acetamiprid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1148
DTXSID8020915,,,0.0,0.0,1-Naphthylacetic acid,-0.0005790361257629623,0.017904095319122057,0.0,-0.03105472496760573,0.0,161,16,0,4,0,76689
DTXSID4020537,,,0.0,0.0,Diphenhydramine Hydrochloride,-0.12974360186356823,0.0,0.0,-0.03901018739945081,0.0,7,0,0,1,0,22886
DTXSID6023862,,,0.0,0.0,[(2-methyl-2-methylsulfonylpropylidene)amino] N-methylcarbamate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,26
DTXSID6020278,,,0.0,0.0,"1-Chloro-2,4-dinitrobenzene",-0.0730341337561799,0.0,0.0,0.0,0.0,1,0,0,0,0,1619
DTXSID2032637,,,0.0,0.0,Pymetrozine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,150
DTXSID7026368,,,0.0,0.0,Salicylic Acid,-0.08463479589805196,-0.045208810493889806,0.0,0.0,0.0,8,1,0,0,0,13206
DTXSID3021518,,,0.0,0.0,Fumaric Acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1250
DTXSID8021517,,,0.0,0.0,Maleic Acid,0.006361703398917456,0.0,0.0,0.0,0.0,3,0,0,0,0,1284
DTXSID3020207,,,0.0,0.0,Dinoseb,0.07141356066914532,0.0,0.0,0.0,0.0,3,0,0,0,0,461
DTXSID1020144,,,0.0,0.0,Benzoin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,424
DTXSID1030606,,,0.0,0.0,Acesulfame potassium,0.01671477345151423,0.0,0.0,0.0,0.0,1,0,0,0,0,357
DTXSID6041422,,,0.0,0.0,7-(Dimethylamino)-4-methylcoumarin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,57
DTXSID5020443,,,0.0,0.0,"Butyl 2,4-dichlorophenoxyacetate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,16
DTXSID5032577,,,0.0,0.0,Force,-0.11040933674811716,-0.07678096232706211,-0.03617419286416874,0.0,0.0,125,12,2,0,0,222877
DTXSID2027200,,,0.0,0.0,"4,4'-Bipyridine",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1585
DTXSID7029164,,,0.0,0.0,"Sodium 1,4-diisobutyl sulfosuccinate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID9026922,,,0.0,0.0,Tetraethylene glycol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,665
DTXSID4024066,,,0.0,0.0,"1,2-Dinitrobenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19
DTXSID7044390,,,0.0,0.0,4-Methylthiosemicarbazide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11
DTXSID5027198,,,0.0,0.0,N-Methylphthalimide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22
DTXSID0027270,,,0.0,0.0,1-Pentadecanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28
DTXSID3021726,,,0.0,0.0,Salicylamide,0.04204544239093892,0.0,0.0,0.0,0.0,1,0,0,0,0,233
DTXSID1032482,,,0.0,0.0,Tebupirimfos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8
DTXSID1025805,,,0.0,0.0,Octhilinone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,118
DTXSID7037551,,,0.0,0.0,Fenuron,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,42
DTXSID5021388,,,0.0,0.0,"2,4,5-Trichlorophenoxyacetic acid",0.129055119932579,0.0,0.0,0.0,0.0,3,0,0,0,0,186
DTXSID5041512,,,0.0,0.0,4-Chlorophenylurea,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,13
DTXSID2040363,,,0.0,0.0,Diniconazole,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,555
DTXSID5026706,,,0.0,0.0,"1,2-Diphenoxyethane",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7
DTXSID6024177,,,0.0,0.0,Methamidophos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,404
DTXSID0039223,,,0.0,0.0,2-Methyl-2-(methylthio)propionaldehyde O-(methylcarbamoyl)oxime,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7
DTXSID9032327,,,0.0,0.0,Bendiocarb,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,430
DTXSID9034232,,,0.0,0.0,2-(3-Chlorophenoxy)propionic acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11
DTXSID3041409,,,0.0,0.0,2-Chloroacetanilide,0.10664638785029686,0.0,0.0,0.0,0.0,2,0,0,0,0,169
DTXSID6020147,,,0.0,0.0,1H-Benzotriazole,0.03483972862014067,0.0,0.0,0.0,0.0,2,0,0,0,0,539
DTXSID4024018,,,0.0,0.0,Dicamba,0.015236743016751346,0.0,0.0,0.0,0.0,1,0,0,0,0,366
DTXSID6032431,,,0.0,0.0,S-Metolachlor,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,253
DTXSID4036229,,,0.0,0.0,Sodium decyl sulfate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30
DTXSID6034005,,,0.0,0.0,Sulfamic acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,224
DTXSID9036226,,,0.0,0.0,Sodium octyl sulfate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,67
DTXSID5020108,,,0.0,0.0,Aspirin,-0.02180523272781133,0.0,0.0,-0.07020440143321183,0.0,62,0,0,1,0,38706
DTXSID7020716,,,0.0,0.0,Hydroquinone,-0.0064098076087989895,0.0,0.0,0.0,0.0,9,0,0,0,0,4677
DTXSID6024337,,,0.0,0.0,Thiobencarb,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,538
DTXSID4042171,,,0.0,0.0,4-Dodecylmorpholine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID3020916,,,0.0,0.0,"1,5-Naphthalenediamine",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,131
DTXSID7026029,,,0.0,0.0,Sodium dehydroacetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25
DTXSID8032544,,,0.0,0.0,Dipropyl isocinchomeronate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22
DTXSID1026031,,,0.0,0.0,Sodium dodecyl sulfate,-0.05956477628763387,0.0,0.0,0.0,0.0,15,0,0,0,0,16472
DTXSID9041368,,,0.0,0.0,5-Ethyl-5-methylhydantoin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7
DTXSID5037523,,,0.0,0.0,Diazoxon,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,128
DTXSID4042418,,,0.0,0.0,Sodium tridecyl sulfate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID4020959,,,0.0,0.0,2-Methyl-5-nitroaniline,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19
DTXSID1044435,,,0.0,0.0,Procaine hydrochloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,205
DTXSID9024194,,,0.0,0.0,Mecoprop,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,262
DTXSID7020479,,,0.0,0.0,Dimethoate,0.019929709993212925,0.0,0.0,0.0,0.0,3,0,0,0,0,1037
DTXSID1041421,,,0.0,0.0,"5,7-Dimethoxycoumarin",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,39
DTXSID6032562,,,0.0,0.0,"N-(2-Ethylhexyl)-5-norbornene-2,3-dicarboximide",0.0732301456930449,0.0,0.0,0.0,0.0,3,0,0,0,0,448
DTXSID1027134,,,0.0,0.0,Bis(2-ethylhexyl) hydrogen phosphate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,248
DTXSID5021415,,,0.0,0.0,Triisopropanolamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,64
DTXSID1026033,,,0.0,0.0,Sodium 2-ethylhexyl sulfate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID6024466,,,0.0,0.0,4-Aminobenzoic acid,0.027450852214519723,0.0,0.0,0.0,0.0,7,0,0,0,0,2200
DTXSID5021590,,,0.0,0.0,Lauric Acid,-0.0925986443146862,0.0,0.0,0.0,0.0,1,0,0,0,0,2251
DTXSID8034877,,,0.0,0.0,Pyrimethanil,0.024903681446387268,0.0,0.0,0.0,0.0,1,0,0,0,0,311
DTXSID9032535,,,0.0,0.0,Trinexapac-ethyl,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,512
DTXSID5021754,,,0.0,0.0,"5,5-Dimethylhydantoin",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,118
DTXSID8023848,,,0.0,0.0,Acetochlor,0.0823615794397497,0.0,0.0,0.0,0.0,3,0,0,0,0,388
DTXSID5020944,,,0.0,0.0,Dermofural,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11
DTXSID7032470,,,0.0,0.0,Propetamphos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22
DTXSID5032523,,,0.0,0.0,"1,2-Benzisothiazol-3(2H)-one",0.0714434139665102,0.0,0.0,0.0,0.0,1,0,0,0,0,142
DTXSID3041530,,,0.0,0.0,Sotradecol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,193
DTXSID1021322,,,0.0,0.0,Disulfiram,0.02578514079122634,0.0,0.0,0.0,0.0,5,0,0,0,0,1597
DTXSID1022265,,,0.0,0.0,Alachlor,-0.0031646316911631894,0.0,0.0,0.0,0.0,1,0,0,0,0,499
DTXSID6045400,,,0.0,0.0,Ronidazole,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,122
DTXSID1038666,,,0.0,0.0,Chlorpyrifos oxon,0.06712034463854195,0.0,0.0,0.0,0.0,2,0,0,0,0,320
DTXSID8041909,,,0.0,0.0,Dysprosium(iii)chloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID8024652,,,0.0,0.0,Bronopol,0.009283756542270793,0.03636405296435147,0.0,0.0,0.0,51,6,0,0,0,21402
DTXSID4021426,,,0.0,0.0,Urea,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,57215
DTXSID9029221,,,0.0,0.0,Clopyralid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,98
DTXSID6034265,,,0.0,0.0,Clopyralid-olamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID9040001,,,0.0,0.0,2-(Methoxycarbonyl)benzoic acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,160
DTXSID5044815,,,0.0,0.0,Dibutyl azelate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID8026513,,,0.0,0.0,"1,2,3,6-Tetrahydrophthalimide",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,35
DTXSID3041376,,,0.0,0.0,Tridemorph,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29
DTXSID5021968,,,0.0,0.0,Ethyl vanillin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,102
DTXSID0042400,,,0.0,0.0,Sodium hexadecyl sulfate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11
DTXSID0032578,,,0.0,0.0,Larvin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,51
DTXSID3041663,,,0.0,0.0,Benzylcinnamate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID9020790,,,0.0,0.0,Malaoxon,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,120
DTXSID7026235,,,0.0,0.0,Trimellitic anhydride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,182
DTXSID5020811,,,0.0,0.0,Mercury(2+) dichloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID0041274,,,0.0,0.0,N-Phenylmaleimide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,98
DTXSID7025217,,,0.0,0.0,(2-Dodecen-1-yl)succinic anhydride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID7021948,,,0.0,0.0,Propoxur,-0.02607356218768719,0.0,0.0,0.0,0.0,1,0,0,0,0,734
DTXSID9026132,,,0.0,0.0,Theobromine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,727
DTXSID8034401,,,0.0,0.0,Buprofezin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,193
DTXSID0020652,,,0.0,0.0,Gemfibrozil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1289
DTXSID6026080,,,0.0,0.0,Terephthalic acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1171
DTXSID4042416,,,0.0,0.0,Sodium tetradecyl sulfate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2385
DTXSID8037754,,,0.0,0.0,Triallyl cyanurate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11
DTXSID0032572,,,0.0,0.0,Prallethrin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,79
DTXSID1032569,,,0.0,0.0,Pirimicarb,0.03810278291164734,0.0,0.0,0.0,0.0,1,0,0,0,0,249
DTXSID3047633,,,0.0,0.0,Ethyl oleate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,319
DTXSID0042086,,,0.0,0.0,Laurocapram,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,207
DTXSID6032649,,,0.0,0.0,Tetramethrin,0.16476518083343444,0.0,0.0,0.0,0.0,3,0,0,0,0,106
DTXSID7021100,,,0.0,0.0,Parathion,-0.004056611787280426,0.03331726695274256,0.0,0.0,0.0,7,1,0,0,0,3518
DTXSID9047259,,,0.0,0.0,CI-1002 hydrochloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID4027991,,,0.0,0.0,Cetyl Alcohol,0.006364373680514582,0.0,0.0,0.0,0.0,1,0,0,0,0,425
DTXSID6024123,,,0.0,0.0,Haloxyfop-methyl,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10
DTXSID6040795,,,0.0,0.0,Chloramine-T trihydrate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30
DTXSID6020561,,,0.0,0.0,Hexadrin,0.12552707132205804,0.0,0.0,0.0,0.0,6,0,0,0,0,429
DTXSID4024195,,,0.0,0.0,(4-Chloro-2-methylphenoxy)acetic acid,0.011958369022426312,0.0,0.0,0.0,0.0,2,0,0,0,0,780
DTXSID2034700,,,0.0,0.0,MCPA-sodium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7
DTXSID6024175,,,0.0,0.0,Metalaxyl,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,619
DTXSID1022267,,,0.0,0.0,"Ethanimidothioic acid, N-(((methylamino)carbonyl)oxy)-, methyl ester (9CI)",0.0017956207839056766,0.0,0.0,0.0,0.0,1,0,0,0,0,459
DTXSID9047205,,,0.0,0.0,Octinoxate,0.06792922019013213,0.15070364635602146,0.0,0.0,0.0,3,1,0,0,0,487
DTXSID7032004,inactive,,0.0,0.0,Flutamide,0.2761335239927786,0.27979553709333294,0.0,0.07110401100726291,0.0,187,26,0,1,0,3581
DTXSID9026261,,,0.0,0.0,"Tris(1,3-dichloro-2-propyl)phosphate",0.2579867982726624,0.0,0.0,0.0,0.0,31,0,0,0,0,461
DTXSID1032646,,,0.0,0.0,Sulfluramid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,132
DTXSID9020792,,,0.0,0.0,Maleic hydrazide,0.044116076730733554,0.0,0.0,0.0,0.0,2,0,0,0,0,464
DTXSID9020249,,,0.0,0.0,Carbofuran,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1084
DTXSID1041847,,,0.0,0.0,Dibutyl sebacate,0.11875358593145302,0.0,0.0,0.0,0.0,1,0,0,0,0,64
DTXSID9034282,,,0.0,0.0,4-Chlorophenoxyacetic acid,0.032037136587540135,0.0,0.0,0.0,0.0,3,0,0,0,0,857
DTXSID7027540,,,0.0,0.0,N-Butylbenzenesulfonamide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,37
DTXSID5021336,,,0.0,0.0,Theophylline,-0.061438467033556224,0.0,0.0,0.0,0.0,4,0,0,0,0,4892
DTXSID1032309,,,0.0,0.0,"2-Butoxyethyl 2,4-dichlorophenoxyacetate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID3024289,,,0.0,0.0,Pyrene,0.05518274681865991,0.03309901772220366,0.0,-0.013081146653178635,0.0,63,4,0,1,0,14787
DTXSID1026035,,,0.0,0.0,Sodium 2-mercaptobenzothiazole,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5
DTXSID1020807,,,0.0,0.0,2-Mercaptobenzothiazole,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,585
DTXSID2027094,,,0.0,0.0,Bis(2-ethylhexyl) maleate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4
DTXSID0034930,,,0.0,0.0,Fosthiazate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,55
DTXSID8025595,,,0.0,0.0,"N,N'-Methylenebisacrylamide",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1262
DTXSID7020843,,,0.0,0.0,Methyl linoleate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,329
DTXSID9021392,,,0.0,0.0,Triethanolamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1237
DTXSID1020855,,,0.0,0.0,Methyl parathion,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1113
DTXSID0032605,,,0.0,0.0,Diclofop-methyl,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,84
DTXSID0023901,,,0.0,0.0,Bentazone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,262
DTXSID4020791,,,0.0,0.0,Malathion,-0.01574821809005275,0.0,0.0,0.0,0.0,4,0,0,0,0,2414
DTXSID5020819,,,0.0,0.0,Methidathion,0.06624319991874972,0.0,0.0,0.0,0.0,1,0,0,0,0,155
DTXSID1032519,,,0.0,0.0,Acibenzolar-S-Methyl,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,193
DTXSID8020961,,,0.0,0.0,4-Nitroaniline,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,670
DTXSID1047528,,,0.0,0.0,Benzyl 2-ethylhexyl adipate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID5021251,,,0.0,0.0,Saccharin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2433
DTXSID9026841,,,0.0,0.0,Dihexyl adipate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID3034402,,,0.0,0.0,Butachlor,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,240
DTXSID1027920,,,0.0,0.0,"N,N,N',N'-Tetrabutylhexane-1,6-diamine",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID5032579,,,0.0,0.0,Triclopyr-butotyl,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9
DTXSID7024902,,,0.0,0.0,Dazomet,-0.03915838825468272,0.0,0.0,0.0,0.0,1,0,0,0,0,915
DTXSID1023869,,,0.0,0.0,Ametryn,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,261
DTXSID4020242,,,0.0,0.0,Captafol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,174
DTXSID3021485,,,0.0,0.0,Isophthalic acid,-0.034644108905124094,0.0,0.0,0.0,0.0,1,0,0,0,0,848
DTXSID0024000,,,0.0,0.0,Chlorthal-dimethyl,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,64
DTXSID7032555,,,0.0,0.0,Flumioxazin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,64
DTXSID9047178,,,0.0,0.0,2-Ethylhexyl stearate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID6022341,,,0.0,0.0,Prometon,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,91
